DATE,POSITION,SHELL_TEMP_0,SHELL_TEMP_90,SHELL_TEMP_180,SHELL_TEMP_270,SHELL_TEMP_AVG
2024-06-01,O/L CONE,274.20155800411675,246.4499648324299,235.6450991482696,271.43123169094207,256.9319634189396
2024-06-01,CONE-10th no.,246.8842046848775,247.04650074009817,242.5758441985036,245.95768819430228,245.61605945444535
2024-06-01,10th no.-tyre,272.3329337487926,267.20092105362306,228.08741300171263,259.9197627508518,256.88525763874503
2024-06-01,tyre-9th no.,245.81802429724516,273.0823637825264,263.6900050389486,238.0825422903163,255.16823385225908
2024-06-01,9th no.,263.7888091682597,271.9768041022783,244.80436031016723,268.3010414655701,262.2177537615689
2024-06-01,9th no.-8th no.,237.9462646703095,260.90264793619986,235.202975173928,241.44481630049745,243.87417602023368
2024-06-01,8th no.,255.12950609851424,275.28054455858984,281.389385488168,234.1791881284037,261.4946560684189
2024-06-01,8th no.-7th no.,295.96892212525205,284.9119522698112,248.72058399852207,266.12132098526695,273.9306948447131
2024-06-01,7th no.,293.492540149811,266.39524331170344,274.0545159802898,282.42569156320627,279.0919977512526
2024-06-01,7th no.-6th no.,276.68025740830603,244.1268623413351,246.7108138465761,257.0174316774634,256.1338413184202
2024-06-01,6th no.,266.078086810285,239.14136665942425,280.41853486846753,280.8574592517475,266.6238618974811
2024-06-01,6th no.-5th no.,263.3299678255673,277.3280730436674,272.07512636805103,248.1419403643547,265.2187769004101
2024-06-01,5th no.,246.8048021766816,261.0695129759352,299.0759606812854,292.40031054882974,274.837646595683
2024-06-01,5th no.-tyre,259.38771011128114,268.84357508517746,281.3041786123194,256.49863761303675,266.5085253554537
2024-06-01,tyre-4th no.,260.39684039856866,270.6187276541225,247.5052218761331,240.9640840727213,254.8712185003864
2024-06-01,4th no.,249.19881907996225,286.6064643880443,238.21870048023243,273.62975912260305,261.9134357677105
2024-06-01,4th no.-3rd no.,253.77806340529312,253.00434349040407,268.1265097624739,256.1220352115036,257.7577379674187
2024-06-01,3rd no.,248.53249943727835,259.4308992713688,230.7289561111716,250.35478095839628,247.2617839445537
2024-06-01,3rd no.-2nd no.,246.3211869933782,259.426073693892,226.3051017730335,221.2412517861293,238.32340356160825
2024-06-01,2nd no.,233.916825923772,261.02949017087786,224.9777136465985,226.32750584497987,236.56288389655705
2024-06-01,2nd no.-1st no.,230.7841434491814,237.88481955298624,261.7042109983962,234.81281956704947,241.29649839190333
2024-06-01,1st no.,221.74514370834703,232.84459133507255,251.6728789027025,232.11564192465227,234.5945639676936
2024-06-02,O/L CONE,224.91268318907055,223.3550196643369,257.11445205589047,243.60246628004947,237.24615529733688
2024-06-02,CONE-10th no.,253.98735239539255,239.4208614480225,239.7277962316979,240.6337697485688,243.44244495592045
2024-06-02,10th no.-tyre,269.9170021021297,236.93215217602983,254.7265640630372,235.0030765977724,249.14469873474224
2024-06-02,tyre-9th no.,273.1283956549254,278.4979212609774,255.7036143574343,247.07947017489096,263.602350362057
2024-06-02,9th no.,249.69812337736357,273.0356535196141,276.7682441388959,261.76973788345947,265.31793972983326
2024-06-02,9th no.-8th no.,274.1675397090991,252.2103193616984,271.3707156966478,235.8920370663883,258.4101529584584
2024-06-02,8th no.,276.8232012031392,245.9761008080509,279.0234371022448,241.8091734946539,260.90797815202217
2024-06-02,8th no.-7th no.,248.50853514897983,243.1861644989578,243.44242795740712,240.72876220424283,243.96647245239689
