DATETIME,ZONE,TEMPERATURE
2024-06-01 00:00:00,2,922.4289861887814
2024-06-01 00:00:00,3,945.5843022108796
2024-06-01 00:00:00,4,1000.671774716239
2024-06-01 00:00:00,5,974.1668720634996
2024-06-01 00:00:00,6,1009.7211819398668
2024-06-01 00:00:00,7,1029.3484613549206
2024-06-01 00:00:00,8,954.5091735999296
2024-06-01 00:00:00,9,994.8457207487518
2024-06-01 00:00:00,10,913.1375486043472
2024-06-01 02:00:00,2,898.0315203772536
2024-06-01 02:00:00,3,986.8886182249807
2024-06-01 02:00:00,4,946.3812056809556
2024-06-01 02:00:00,5,1018.7631296633388
2024-06-01 02:00:00,6,1046.934049065021
2024-06-01 02:00:00,7,1061.2286579359798
2024-06-01 02:00:00,8,991.4047778003242
2024-06-01 02:00:00,9,986.2294165224442
2024-06-01 02:00:00,10,937.0782039730624
2024-06-01 04:00:00,2,877.933540776325
2024-06-01 04:00:00,3,951.9413668462204
2024-06-01 04:00:00,4,1034.5719942811909
2024-06-01 04:00:00,5,1015.3841636950716
2024-06-01 04:00:00,6,1045.4589938144306
2024-06-01 04:00:00,7,1011.5589283781962
2024-06-01 04:00:00,8,1006.7495216338276
2024-06-01 04:00:00,9,934.946240676215
2024-06-01 04:00:00,10,912.5728948073074
2024-06-01 06:00:00,2,917.5084714428284
2024-06-01 06:00:00,3,927.97521070117
2024-06-01 06:00:00,4,973.8665800070156
2024-06-01 06:00:00,5,1024.0442793116415
2024-06-01 06:00:00,6,1004.6886973197912
2024-06-01 06:00:00,7,1040.255542295069
2024-06-01 06:00:00,8,958.2061153713504
2024-06-01 06:00:00,9,924.1259785765618
2024-06-01 06:00:00,10,949.816286438098
2024-06-01 08:00:00,2,953.3556175287724
2024-06-01 08:00:00,3,964.1255924582044
2024-06-01 08:00:00,4,961.2980386553528
2024-06-01 08:00:00,5,953.8953651964246
2024-06-01 08:00:00,6,1027.8229590314982
2024-06-01 08:00:00,7,976.019784329044
2024-06-01 08:00:00,8,1001.5430534348218
2024-06-01 08:00:00,9,971.9071226225892
2024-06-01 08:00:00,10,936.5118096603302
2024-06-01 10:00:00,2,896.4699301535717
2024-06-01 10:00:00,3,920.286843824962
2024-06-01 10:00:00,4,995.331686733485
2024-06-01 10:00:00,5,1061.6593289861196
2024-06-01 10:00:00,6,983.8489678800024
2024-06-01 10:00:00,7,1007.0865220355324
2024-06-01 10:00:00,8,1037.5762858117391
2024-06-01 10:00:00,9,961.4828852022588
2024-06-01 10:00:00,10,966.9256423796842
2024-06-01 12:00:00,2,924.987678084744
2024-06-01 12:00:00,3,977.4660149810634
2024-06-01 12:00:00,4,971.6777385475964
2024-06-01 12:00:00,5,962.416596497802
2024-06-01 12:00:00,6,991.9938949116624
2024-06-01 12:00:00,7,987.4985917615262
2024-06-01 12:00:00,8,980.1702429127693
2024-06-01 12:00:00,9,953.4680025811368
2024-06-01 12:00:00,10,918.643855076886
2024-06-01 14:00:00,2,935.2333132722345
2024-06-01 14:00:00,3,970.8440834334284
2024-06-01 14:00:00,4,1052.136150557102
2024-06-01 14:00:00,5,959.3073112499096
2024-06-01 14:00:00,6,996.8414247781848
2024-06-01 14:00:00,7,1018.7111718647252
2024-06-01 14:00:00,8,1035.5055937617897
2024-06-01 14:00:00,9,989.4888038633588
2024-06-01 14:00:00,10,897.629625715202
2024-06-01 16:00:00,2,897.488335079586
2024-06-01 16:00:00,3,945.7050716434117
2024-06-01 16:00:00,4,945.5844160293992
2024-06-01 16:00:00,5,998.5884444632574
2024-06-01 16:00:00,6,1067.812158485509
2024-06-01 16:00:00,7,983.9998995333352
2024-06-01 16:00:00,8,1001.2627862348425
2024-06-01 16:00:00,9,949.5766664094432
2024-06-01 16:00:00,10,908.2226324274992
2024-06-01 18:00:00,2,1015.4265301042724
2024-06-01 18:00:00,3,934.6041183622106
2024-06-01 18:00:00,4,1052.550292755045
2024-06-01 18:00:00,5,1000.1988993644966
2024-06-01 18:00:00,6,1007.2255476521392
2024-06-01 18:00:00,7,1034.1469275264176
2024-06-01 18:00:00,8,1008.6622294243006
2024-06-01 18:00:00,9,977.9277172693032
2024-06-01 18:00:00,10,933.299434480584
2024-06-01 20:00:00,2,900.4835121416437
2024-06-01 20:00:00,3,914.290786391286
2024-06-01 20:00:00,4,975.0339270840356
2024-06-01 20:00:00,5,1003.575841739713
2024-06-01 20:00:00,6,1005.8882600477664
2024-06-01 20:00:00,7,1018.4426888060254
2024-06-01 20:00:00,8,990.7037724848938
2024-06-01 20:00:00,9,949.9667940472788
2024-06-01 20:00:00,10,929.6485461201352
2024-06-01 22:00:00,2,905.7737999788728
2024-06-01 22:00:00,3,908.0073160813346
2024-06-01 22:00:00,4,1013.027448086952
2024-06-01 22:00:00,5,1010.406878401504
2024-06-01 22:00:00,6,973.9742804821816
2024-06-01 22:00:00,7,1063.3173218754296
2024-06-01 22:00:00,8,971.0170614293562
2024-06-01 22:00:00,9,970.0048706442856
2024-06-01 22:00:00,10,935.5329492206208
2024-06-02 00:00:00,2,878.5214397153475
2024-06-02 00:00:00,3,924.1851426354934
2024-06-02 00:00:00,4,959.5869630072128
2024-06-02 00:00:00,5,1075.2043526214586
2024-06-02 00:00:00,6,979.1192866380144
2024-06-02 00:00:00,7,1053.3654825229637
2024-06-02 00:00:00,8,948.210277543476
2024-06-02 00:00:00,9,972.6022862599592
2024-06-02 00:00:00,10,917.4907155575136
2024-06-02 02:00:00,2,921.2597925515418
2024-06-02 02:00:00,3,946.6005852986492
2024-06-02 02:00:00,4,934.651481447275
2024-06-02 02:00:00,5,979.1830920151928
2024-06-02 02:00:00,6,980.5004896298028
2024-06-02 02:00:00,7,984.1249793065424
2024-06-02 02:00:00,8,973.6314385971568
2024-06-02 02:00:00,9,935.1062954444154
2024-06-02 02:00:00,10,927.3704852106904
2024-06-02 04:00:00,2,948.5955801869792
2024-06-02 04:00:00,3,1027.6429823891867
2024-06-02 04:00:00,4,997.269862593002
2024-06-02 04:00:00,5,989.3911779756952
2024-06-02 04:00:00,6,993.3362851720576
2024-06-02 04:00:00,7,1033.0601126981458
2024-06-02 04:00:00,8,1010.1947261815416
2024-06-02 04:00:00,9,934.6428380326772
2024-06-02 04:00:00,10,898.1419777612608
2024-06-02 06:00:00,2,956.5199883446342
2024-06-02 06:00:00,3,969.343852107865
2024-06-02 06:00:00,4,933.6832619147824
2024-06-02 06:00:00,5,1003.6271234700652
2024-06-02 06:00:00,6,993.725076499414
2024-06-02 06:00:00,7,1022.736751708046
2024-06-02 06:00:00,8,1016.956283675476
2024-06-02 06:00:00,9,976.3139064706446
2024-06-02 06:00:00,10,982.352022232485
2024-06-02 08:00:00,2,921.0601436954104
2024-06-02 08:00:00,3,937.7743071483636
2024-06-02 08:00:00,4,948.4527941500075
2024-06-02 08:00:00,5,1052.8491266394597
2024-06-02 08:00:00,6,970.3324179871588
2024-06-02 08:00:00,7,1082.3153169625243
2024-06-02 08:00:00,8,994.202782239336
2024-06-02 08:00:00,9,927.199787631268
2024-06-02 08:00:00,10,937.4971607710822
2024-06-02 10:00:00,2,977.338418159218
2024-06-02 10:00:00,3,952.7039803771514
2024-06-02 10:00:00,4,1002.3981407277306
2024-06-02 10:00:00,5,953.6313780270368
2024-06-02 10:00:00,6,1035.006343033955
2024-06-02 10:00:00,7,1054.5545594126545
2024-06-02 10:00:00,8,959.0861643187998
2024-06-02 10:00:00,9,924.0714256357206
2024-06-02 10:00:00,10,923.4985502913498
2024-06-02 12:00:00,2,896.9568765567246
2024-06-02 12:00:00,3,970.242121478997
2024-06-02 12:00:00,4,937.7710721492678
2024-06-02 12:00:00,5,980.3506346971036
2024-06-02 12:00:00,6,1008.5551307893804
2024-06-02 12:00:00,7,1017.1991323706644
2024-06-02 12:00:00,8,1012.8017946223232
2024-06-02 12:00:00,9,992.389710963678
2024-06-02 12:00:00,10,916.4497177784356
2024-06-02 14:00:00,2,973.302675887727
2024-06-02 14:00:00,3,976.0230242673208
2024-06-02 14:00:00,4,951.9893639288092
2024-06-02 14:00:00,5,960.671360917824
2024-06-02 14:00:00,6,1002.6978217540396
2024-06-02 14:00:00,7,1042.7881460603933
2024-06-02 14:00:00,8,955.8559953809864
2024-06-02 14:00:00,9,938.5809069328784
2024-06-02 14:00:00,10,917.9907577266972
2024-06-02 16:00:00,2,928.214804509288
2024-06-02 16:00:00,3,975.655536656138
2024-06-02 16:00:00,4,1041.9234904666453
2024-06-02 16:00:00,5,965.8941224947206
2024-06-02 16:00:00,6,1060.9840861890186
2024-06-02 16:00:00,7,983.5441147347912
2024-06-02 16:00:00,8,973.5409181532842
2024-06-02 16:00:00,9,939.9350013432664
2024-06-02 16:00:00,10,916.2991208980166
2024-06-02 18:00:00,2,893.5067056494853
2024-06-02 18:00:00,3,944.393961335424
2024-06-02 18:00:00,4,942.4022689230997
2024-06-02 18:00:00,5,1020.2361194318564
2024-06-02 18:00:00,6,984.871192777464
2024-06-02 18:00:00,7,975.9655276705496
2024-06-02 18:00:00,8,962.0949948069856
2024-06-02 18:00:00,9,926.1223989442224
2024-06-02 18:00:00,10,935.08443667503
2024-06-02 20:00:00,2,934.9710815750514
2024-06-02 20:00:00,3,1005.4220089024204
2024-06-02 20:00:00,4,933.8467200101356
2024-06-02 20:00:00,5,956.8144192106
2024-06-02 20:00:00,6,1046.511592452078
2024-06-02 20:00:00,7,1016.0561874456456
2024-06-02 20:00:00,8,1005.6878636816584
2024-06-02 20:00:00,9,990.8283607774498
2024-06-02 20:00:00,10,927.7416629317502
2024-06-02 22:00:00,2,918.4570398339714
2024-06-02 22:00:00,3,1017.3161916481724
2024-06-02 22:00:00,4,948.0993747179472
2024-06-02 22:00:00,5,978.379689546772
2024-06-02 22:00:00,6,1033.4889141539145
2024-06-02 22:00:00,7,1017.8650999639168
2024-06-02 22:00:00,8,978.4706695978836
2024-06-02 22:00:00,9,938.8275536651925
2024-06-02 22:00:00,10,943.40994061734
2024-06-03 00:00:00,2,894.7940694196868
2024-06-03 00:00:00,3,960.9135471246416
2024-06-03 00:00:00,4,952.5617134743466
2024-06-03 00:00:00,5,1015.331124543003
2024-06-03 00:00:00,6,999.4300548260728
2024-06-03 00:00:00,7,978.623735204058
2024-06-03 00:00:00,8,976.1876028996608
2024-06-03 00:00:00,9,931.0182577964854
2024-06-03 00:00:00,10,940.89192018753
2024-06-03 02:00:00,2,934.2833866223416
2024-06-03 02:00:00,3,945.5027051247256
2024-06-03 02:00:00,4,998.5958616923436
2024-06-03 02:00:00,5,1002.4259940605972
2024-06-03 02:00:00,6,1006.426826050742
2024-06-03 02:00:00,7,995.8678831452032
2024-06-03 02:00:00,8,969.874396373812
2024-06-03 02:00:00,9,949.109370394956
2024-06-03 02:00:00,10,936.2069243406536
2024-06-03 04:00:00,2,956.2761255076632
2024-06-03 04:00:00,3,953.0494267515376
2024-06-03 04:00:00,4,978.6246391599292
2024-06-03 04:00:00,5,972.9936656019552
2024-06-03 04:00:00,6,1032.5932347157068
2024-06-03 04:00:00,7,982.9685971019628
2024-06-03 04:00:00,8,1028.6667067439068
2024-06-03 04:00:00,9,925.8449919671688
2024-06-03 04:00:00,10,939.1402401577882
2024-06-03 06:00:00,2,915.16155884109
2024-06-03 06:00:00,3,943.410819468824
2024-06-03 06:00:00,4,972.6569839865796
2024-06-03 06:00:00,5,997.2231753825274
2024-06-03 06:00:00,6,1015.4573245342568
2024-06-03 06:00:00,7,1026.4519824641156
2024-06-03 06:00:00,8,995.6477896822682
2024-06-03 06:00:00,9,996.101968132283
2024-06-03 06:00:00,10,942.257495812504
2024-06-03 08:00:00,2,879.3560192860764
2024-06-03 08:00:00,3,982.3296928139964
2024-06-03 08:00:00,4,922.0158284315062
2024-06-03 08:00:00,5,1002.3547943982873
2024-06-03 08:00:00,6,1000.6218729457714
2024-06-03 08:00:00,7,1043.92993690144
2024-06-03 08:00:00,8,972.6273482521368
2024-06-03 08:00:00,9,993.4744360369878
2024-06-03 08:00:00,10,904.6388467279464
2024-06-03 10:00:00,2,950.7688277445344
2024-06-03 10:00:00,3,953.323358399912
2024-06-03 10:00:00,4,1013.9634694437618
2024-06-03 10:00:00,5,951.1604517822634
2024-06-03 10:00:00,6,1012.334670300096
2024-06-03 10:00:00,7,994.5541769234
2024-06-03 10:00:00,8,969.3502933886616
2024-06-03 10:00:00,9,1004.0027455442493
2024-06-03 10:00:00,10,909.3707863891066
2024-06-03 12:00:00,2,1027.7696154354635
2024-06-03 12:00:00,3,963.1530967833462
2024-06-03 12:00:00,4,974.7950486789404
2024-06-03 12:00:00,5,1047.9120684924528
2024-06-03 12:00:00,6,972.8846700874196
2024-06-03 12:00:00,7,997.8193965929454
2024-06-03 12:00:00,8,1016.9358879236728
2024-06-03 12:00:00,9,929.5754898523542
2024-06-03 12:00:00,10,986.823687963716
2024-06-03 14:00:00,2,913.6709252263342
2024-06-03 14:00:00,3,908.0671758984292
2024-06-03 14:00:00,4,967.3810686611928
2024-06-03 14:00:00,5,961.9549940778054
2024-06-03 14:00:00,6,988.6477448499644
2024-06-03 14:00:00,7,985.595493304039
2024-06-03 14:00:00,8,986.9357712826362
2024-06-03 14:00:00,9,957.1653886824158
2024-06-03 14:00:00,10,946.2230667295548
2024-06-03 16:00:00,2,891.2255894554672
2024-06-03 16:00:00,3,948.7369763343346
2024-06-03 16:00:00,4,1006.4471528164256
2024-06-03 16:00:00,5,1012.045114892304
2024-06-03 16:00:00,6,1045.6978865369083
2024-06-03 16:00:00,7,1023.9589898732288
2024-06-03 16:00:00,8,957.2443091126366
2024-06-03 16:00:00,9,927.266022719933
2024-06-03 16:00:00,10,907.0923094735746
2024-06-03 18:00:00,2,943.4548745900428
2024-06-03 18:00:00,3,952.1482927952544
2024-06-03 18:00:00,4,1018.1999475260166
2024-06-03 18:00:00,5,983.605544169052
2024-06-03 18:00:00,6,1016.7900605498202
2024-06-03 18:00:00,7,1008.6672279844668
2024-06-03 18:00:00,8,995.3167368569284
2024-06-03 18:00:00,9,940.0191667648264
2024-06-03 18:00:00,10,934.5052804242554
2024-06-03 20:00:00,2,970.9065453439551
2024-06-03 20:00:00,3,947.6279062479732
2024-06-03 20:00:00,4,993.1625764201312
2024-06-03 20:00:00,5,1059.6638312499765
2024-06-03 20:00:00,6,1042.2422717381326
2024-06-03 20:00:00,7,970.47762087991
2024-06-03 20:00:00,8,953.5482198981308
2024-06-03 20:00:00,9,929.5402693309708
2024-06-03 20:00:00,10,946.848297125048
2024-06-03 22:00:00,2,906.9157911950113
2024-06-03 22:00:00,3,957.1738195273192
2024-06-03 22:00:00,4,974.4651089371991
2024-06-03 22:00:00,5,985.8315203097476
2024-06-03 22:00:00,6,981.9741114637452
2024-06-03 22:00:00,7,1004.3458223143988
2024-06-03 22:00:00,8,1003.1506226786342
2024-06-03 22:00:00,9,996.9852287051
2024-06-03 22:00:00,10,964.4088304407942
2024-06-04 00:00:00,2,956.7768148519536
2024-06-04 00:00:00,3,1010.7940598841304
2024-06-04 00:00:00,4,1021.8553900867475
2024-06-04 00:00:00,5,1004.7956800300756
2024-06-04 00:00:00,6,992.028562592618
2024-06-04 00:00:00,7,972.6895518260284
2024-06-04 00:00:00,8,950.1686134281528
2024-06-04 00:00:00,9,971.5718399620424
2024-06-04 00:00:00,10,934.3030331236538
2024-06-04 02:00:00,2,948.366866446584
2024-06-04 02:00:00,3,958.6709490945162
2024-06-04 02:00:00,4,1013.4531879715448
2024-06-04 02:00:00,5,1002.4716085694264
2024-06-04 02:00:00,6,1007.5445860445597
2024-06-04 02:00:00,7,1009.7167055051838
2024-06-04 02:00:00,8,1052.7346493433845
2024-06-04 02:00:00,9,1008.5888841358346
2024-06-04 02:00:00,10,943.8853326556984
2024-06-04 04:00:00,2,1025.7348008852862
2024-06-04 04:00:00,3,938.5287726753008
2024-06-04 04:00:00,4,982.4160887918785
2024-06-04 04:00:00,5,955.610250315
2024-06-04 04:00:00,6,1007.7900235371364
2024-06-04 04:00:00,7,980.8553890527064
2024-06-04 04:00:00,8,981.59957164432
2024-06-04 04:00:00,9,974.8705958536611
2024-06-04 04:00:00,10,917.3334658181476
2024-06-04 06:00:00,2,988.6288083172813
2024-06-04 06:00:00,3,956.8148189925791
2024-06-04 06:00:00,4,1005.4774676005136
2024-06-04 06:00:00,5,982.9405445970494
2024-06-04 06:00:00,6,979.4397927112794
2024-06-04 06:00:00,7,995.2940196700324
2024-06-04 06:00:00,8,1050.0764732101245
2024-06-04 06:00:00,9,937.9631877973416
2024-06-04 06:00:00,10,940.0611568397732
2024-06-04 08:00:00,2,924.490229135292
2024-06-04 08:00:00,3,917.9938289465724
2024-06-04 08:00:00,4,971.4574055692066
2024-06-04 08:00:00,5,1010.0026874876944
2024-06-04 08:00:00,6,985.6029372381458
2024-06-04 08:00:00,7,1050.256432940664
2024-06-04 08:00:00,8,990.0877423444408
2024-06-04 08:00:00,9,949.2146519324948
2024-06-04 08:00:00,10,902.6438168037104
2024-06-04 10:00:00,2,961.1986394080536
2024-06-04 10:00:00,3,949.4415715552924
2024-06-04 10:00:00,4,974.1449804795652
2024-06-04 10:00:00,5,963.5063876033258
2024-06-04 10:00:00,6,1018.5490522985752
2024-06-04 10:00:00,7,1021.9141633034124
2024-06-04 10:00:00,8,963.747883720874
2024-06-04 10:00:00,9,931.6471476452358
2024-06-04 10:00:00,10,949.8462801708072
2024-06-04 12:00:00,2,975.7761981481456
2024-06-04 12:00:00,3,977.3394193189928
2024-06-04 12:00:00,4,980.0496462018986
2024-06-04 12:00:00,5,1031.9227206862076
2024-06-04 12:00:00,6,996.8890160016194
2024-06-04 12:00:00,7,1029.9175708669572
2024-06-04 12:00:00,8,962.2604062489488
2024-06-04 12:00:00,9,969.673785599468
2024-06-04 12:00:00,10,940.4098334505333
2024-06-04 14:00:00,2,931.9909815863892
2024-06-04 14:00:00,3,920.173492231552
2024-06-04 14:00:00,4,979.4671306996624
2024-06-04 14:00:00,5,996.5036127462296
2024-06-04 14:00:00,6,985.8884614552796
2024-06-04 14:00:00,7,994.654557183797
2024-06-04 14:00:00,8,995.5683234309082
2024-06-04 14:00:00,9,984.1289544377664
2024-06-04 14:00:00,10,945.1371711222394
2024-06-04 16:00:00,2,960.5571360035176
2024-06-04 16:00:00,3,962.5487654065964
2024-06-04 16:00:00,4,995.1245044011794
2024-06-04 16:00:00,5,950.6327845456252
2024-06-04 16:00:00,6,1036.7476087733637
2024-06-04 16:00:00,7,989.3850667008684
2024-06-04 16:00:00,8,1002.1823403621496
2024-06-04 16:00:00,9,972.0991911516792
2024-06-04 16:00:00,10,916.0626651726748
