DATETIME,zone1_temp,zone2_temp,zone3_temp,zone4_temp
2024-06-01 00:00:00,924.8357076505616,991.2810632398798,935.1125393226524,1113.3978552562178
2024-06-01 00:15:00,893.0867849414408,871.5095534022843,1055.8308938134414,1103.3830796407615
2024-06-01 00:30:00,932.3844269050346,881.0422636974234,962.5300853852859,1065.4404518451447
2024-06-01 00:45:00,976.1514928204012,932.0938822611532,999.1886086261787,1041.821312304841
2024-06-01 01:00:00,888.2923312638331,868.0637777997396,915.168193459617,1028.1373984380361
2024-06-01 01:15:00,888.293152152541,835.9717832626003,1002.7925784319244,1116.4183037617358
2024-06-01 01:30:00,978.9606407753696,860.3913704228147,1013.3124237091683,1088.279550173705
2024-06-01 01:45:00,938.3717364576454,935.437124693074,1002.5360965064037,1076.6272360919354
2024-06-01 02:00:00,876.5262807032524,987.8318489795286,945.3780988388203,1093.084412761731
2024-06-01 02:15:00,927.1280021792983,989.0819920635696,1078.95558530976,1044.6025458162585
2024-06-01 02:30:00,876.8291153593768,1045.2749259523455,1040.8408241778152,1113.288001559817
2024-06-01 02:45:00,876.7135123214872,956.0999070542516,990.276963556465,995.1532111505966
2024-06-01 03:00:00,912.0981135783018,964.1720307397297,989.6350464397742,1058.8265977024712
2024-06-01 03:15:00,804.33598776711,934.9755777782993,948.3298318625953,1047.2326562654766
2024-06-01 03:30:00,813.7541083743483,937.8904120558394,956.4024249744148,1033.6322882981574
2024-06-01 03:45:00,871.8856235379513,1074.8327198957127,1101.979836258275,1056.4048412205102
2024-06-01 04:00:00,849.3584439832788,965.6810862353019,974.9174580759409,1003.2737462034618
2024-06-01 04:15:00,915.7123666297637,970.8964561456473,1193.4739718005933,1255.5343038354704
2024-06-01 04:30:00,854.5987962239394,881.2931418249821,918.8247299228524,1144.3585308453014
2024-06-01 04:45:00,829.3848149332355,974.6253364943041,1025.814245900514,1143.7524197490136
2024-06-01 05:00:00,973.2824384460777,989.4999187594078,1015.8344750835507,1100.5603651656677
2024-06-01 05:15:00,888.7111849756732,1016.618607676272,1002.5377155198975,1126.874251482905
2024-06-01 05:30:00,903.3764102343962,987.80507149409,888.554558619692,1125.5845311369246
2024-06-01 05:45:00,828.7625906893271,942.395706314961,904.0141105383893,1028.9576921589553
2024-06-01 06:00:00,872.7808637737409,939.8346012282075,1013.690073590274,1027.6787469327955
2024-06-01 06:15:00,905.5461294854933,945.6751592738658,928.3155866661473,987.1906208564496
2024-06-01 06:30:00,842.4503211288849,956.4312226136542,1084.6335126466465,1106.8277841536335
2024-06-01 06:45:00,918.7849009172836,1026.0590264483708,984.3217547810152,914.3674111344126
2024-06-01 07:00:00,869.9680655040597,1014.3583729520724,1017.8504676792386,1081.4040055708183
2024-06-01 07:15:00,885.4153125103362,995.1746572235468,997.1683074470992,1023.6996794870323
2024-06-01 07:30:00,869.9146693885301,1071.752598828218,995.226194039282,919.2040571786827
2024-06-01 07:45:00,992.6139092254468,790.6256974833905,1106.4544477519491,1072.3522618119566
2024-06-01 08:00:00,899.3251387631033,922.3964855404381,1075.9035706130067,1028.372073221084
2024-06-01 08:15:00,847.114453552205,949.323642853137,1010.8023645384193,1082.608333104862
2024-06-01 08:30:00,941.1272456051595,909.6662315623416,1047.2469144323998,1008.7884491211738
2024-06-01 08:45:00,838.9578175014489,894.2149565208565,1082.1179930615695,934.4400789630954
2024-06-01 09:00:00,910.4431797502377,846.9704215782076,958.1522025130838,1037.7957712825232
2024-06-01 09:15:00,802.0164938060112,931.3202832749442,891.1526723047368,980.4561269054933
