DATE,FAN,DAMPER,VELOCITY,AIR_FLOW
2024-06-01,SAF02,71.11565624382824,24.869826491162165,55124.38741877139
2024-06-01,SAF03,89.9160139053505,23.112718224524023,57787.002745322374
2024-06-01,SAF04,70.27222534160897,23.11083864641284,53672.14053924443
2024-06-01,SAF05,82.2952143495229,24.324893902544265,57294.06930283616
2024-06-01,SAF06,75.40653797415058,21.672960068937698,50686.87546521374
2024-06-01,SAF07,80.86800787321229,20.780770063898203,53313.587751435094
2024-06-01,SAF08,78.91224853572791,19.25389312655099,50262.79164106737
2024-06-01,SAF09,80.03849558390098,19.295174861461305,52866.86055015741
2024-06-01,CB,88.48654063378461,24.673975403255785,58326.78257956584
2024-06-02,SAF02,77.45362826928603,18.556974421549654,59574.76853677942
2024-06-02,SAF03,76.99653085189416,21.223986136438032,58692.2865042514
2024-06-02,SAF04,80.17869379337338,23.861098023109463,58752.565688198534
2024-06-02,SAF05,77.46252005391894,20.353060786705694,55518.09685766592
2024-06-02,SAF06,81.85911228616365,23.02728081362449,57900.552181009254
2024-06-02,SAF07,73.34932440857649,20.969229979752736,52468.18383238607
2024-06-02,SAF08,76.34865271159424,18.96409526223091,54839.13758384054
2024-06-02,SAF09,72.56429918880615,20.13839831196409,52644.888667530184
2024-06-02,CB,80.48986322873017,24.483283747000762,56699.97484770197
2024-06-03,SAF02,81.33049212913828,18.418043230787532,51621.03690374603
2024-06-03,SAF03,87.82241763992846,22.320528317484946,56435.51758894164
2024-06-03,SAF04,79.17911737993134,19.206354608295186,53143.58717016376
2024-06-03,SAF05,72.12735662665536,22.535016296116982,57189.94008471783
2024-06-03,SAF06,72.91218817722071,20.186578522442577,53356.049197987384
2024-06-03,SAF07,79.81282748515815,23.27456003262474,59875.37763927234
2024-06-03,SAF08,74.88450081746124,20.037068505140265,59588.05313423583
2024-06-03,SAF09,87.26718073781542,18.96030239054312,53728.771450157095
2024-06-03,CB,71.21114063541292,18.423237891390734,51384.940317319895
2024-06-04,SAF02,86.99716986199357,19.537238643390232,50152.08029117941
2024-06-04,SAF03,72.26242560311165,18.461380995600216,54242.93043482061
2024-06-04,SAF04,86.65676106623269,19.294395816218458,52819.96430816755
2024-06-04,SAF05,79.29944867524411,21.34690338757046,56778.88504228935
2024-06-04,SAF06,83.539263610212,24.751667476736664,53713.09156237669
2024-06-04,SAF07,83.2758138937273,22.320165276278946,57389.852489019766
2024-06-04,SAF08,87.83128745532375,24.760451714096952,50235.371883394306
2024-06-04,SAF09,83.2118749807605,20.991951982464773,57404.887550009465
2024-06-04,CB,81.26726559793643,20.796509194080905,59350.317169018235
2024-06-05,SAF02,79.4606501776837,22.085942448319617,59661.302232604
2024-06-05,SAF03,88.73072481898657,22.870819153538502,53515.36880454757
2024-06-05,SAF04,83.43712293977295,21.05224685770095,57797.75733543337
2024-06-05,SAF05,71.55712247843122,19.48183665002605,50154.175374958526
2024-06-05,SAF06,78.95667876168999,21.04123364764324,52899.56931904908
2024-06-05,SAF07,82.45127370660187,21.161900700444342,57005.80406540835
2024-06-05,SAF08,84.13093662304853,19.33000291529569,55647.36905775052
2024-06-05,SAF09,80.1205915251805,24.618997091654066,54428.92671474684
2024-06-05,CB,88.21474583535786,22.311692782082137,52826.78555690517
2024-06-06,SAF02,76.28356025334053,22.607137684834456,57809.28703816092
2024-06-06,SAF03,82.69995587825986,18.896957332777685,50951.50344565881
2024-06-06,SAF04,72.88067011302101,23.903543349488288,58316.93123903758
2024-06-06,SAF05,86.2911930398271,24.81126341266559,57322.21948220987
2024-06-06,SAF06,72.84778090247313,24.693553394808195,53693.38437407729
2024-06-06,SAF07,81.39837901666405,19.563798216345067,56489.46268243608
2024-06-06,SAF08,88.19571154390346,19.471600028482865,55519.07621962674
2024-06-06,SAF09,86.1639312363468,19.626094680170482,51117.07988428188
2024-06-06,CB,87.8997953201685,24.649957727794817,54313.807113829214
2024-06-07,SAF02,78.12234964052564,24.03807584457235,58797.028784786984
2024-06-07,SAF03,79.433387414724,22.747459777830333,59112.161165300706
2024-06-07,SAF04,78.26635309788806,21.40594525842129,54877.379992192626
2024-06-07,SAF05,72.24010774547291,24.97208581633395,58070.90846580139
2024-06-07,SAF06,81.60081242479416,24.282629769113637,57918.06966885497
2024-06-07,SAF07,72.3540796890963,21.458615517735993,59026.173983041415
2024-06-07,SAF08,72.56765816209862,22.080282445402453,59135.04318872497
2024-06-07,SAF09,79.8943835671891,20.25376364983826,53689.4849639968
2024-06-07,CB,88.44693847235746,20.80455058867664,51817.67898815449
2024-06-08,SAF02,76.0284933641892,19.471636361050965,58700.75130296852
2024-06-08,SAF03,84.47804478414751,20.11636182198247,57969.911210945414
2024-06-08,SAF04,80.75450460930342,24.861019603902463,57112.60813298277
2024-06-08,SAF05,84.81534981440879,23.95473143790275,54459.79990580597
2024-06-08,SAF06,86.24888454096819,21.2318048516561,55514.22711438426
2024-06-08,SAF07,76.92792726521414,18.180647728101295,56700.56291096372
2024-06-08,SAF08,77.13952029438843,22.85598780376203,56270.722230186904
2024-06-08,SAF09,71.34997813239274,24.824336653456086,58450.09747875626
2024-06-08,CB,80.57235185178656,22.424925954249964,52790.93429811911
2024-06-09,SAF02,71.20893570127318,23.133083912815394,58252.99808833319
2024-06-09,SAF03,85.47732658817745,22.21667060098367,51699.85132486983
2024-06-09,SAF04,76.13679572003898,19.617412813685252,56074.320437443115
2024-06-09,SAF05,74.09778764933553,20.728113144594108,59568.84354741575
2024-06-09,SAF06,75.73184703432892,21.77113071300447,53972.401602999606
2024-06-09,SAF07,89.96555249908894,21.209758310147333,51195.28901119277
2024-06-09,SAF08,80.48051015675385,20.849823918006987,55260.82189148635
2024-06-09,SAF09,84.79653589275179,23.017932430533424,56446.16456480772
2024-06-09,CB,75.91694993132789,21.117803985219858,52882.240607449465
2024-06-10,SAF02,78.35242248150027,24.806686815806938,57408.54705063136
2024-06-10,SAF03,77.49795342985708,18.87799038171536,58959.78296064264
2024-06-10,SAF04,83.83224591429119,19.69647635143646,56340.097385651265
2024-06-10,SAF05,72.04689959296402,21.61540097599264,58031.87004503732
2024-06-10,SAF06,80.39940567382492,20.22353336891354,54955.077717236585
2024-06-10,SAF07,87.0992444880158,18.846356144072676,52136.22836702615
2024-06-10,SAF08,76.70245189626301,22.39508827308092,58744.81384701533
2024-06-10,SAF09,77.03796823971275,22.633131087327754,55971.72330742867
2024-06-10,CB,82.73548242556397,18.209283397102084,54602.82173761189
2024-06-11,SAF02,85.67371349322546,18.427196937302522,58934.36479881148
2024-06-11,SAF03,82.83871159781066,23.826968954214557,56309.12658869472
2024-06-11,SAF04,77.46561055442547,24.7809748461344,50268.0068456391
2024-06-11,SAF05,70.39416150320115,21.39453792103289,51038.801504390176
2024-06-11,SAF06,88.56212500664438,18.7303081531783,54707.56219119493
2024-06-11,SAF07,89.23076992503431,22.11425430497429,51084.43093585331
2024-06-11,SAF08,73.66876387219126,22.38449837922716,53573.77382978032
2024-06-11,SAF09,78.95595590630954,18.890246680440974,50522.6618324763
2024-06-11,CB,77.32054640977529,23.516830135286966,59151.041256374025
2024-06-12,SAF02,73.25165842868621,23.95888053526892,51046.05559245255
2024-06-12,SAF03,79.38292552362645,22.442581107635235,53552.17616491542
2024-06-12,SAF04,76.41434090674116,24.461711001027986,54035.544045868075
2024-06-12,SAF05,88.25069638426581,23.315096088902486,57488.55235201577
2024-06-12,SAF06,74.32052648630233,20.154629804798795,55052.85998764715
2024-06-12,SAF07,72.70492803783836,19.077503958088883,51848.36448186518
2024-06-12,SAF08,71.02576259899152,18.509909451191852,54183.88726506907
2024-06-12,SAF09,88.09031688732448,20.840721780760145,54576.094088102305
2024-06-12,CB,77.51982530064214,19.094692774105773,50617.00977042055
2024-06-13,SAF02,86.57253799976809,22.80598272940499,57241.801342263345
2024-06-13,SAF03,80.27095890959029,20.935612710786568,56229.08923113326
2024-06-13,SAF04,79.0283191130454,19.62310845459884,51702.40643426272
2024-06-13,SAF05,70.67098961099173,22.01504397891732,59913.15768367015
2024-06-13,SAF06,89.48485152679908,23.143332660277505,53424.71408767427
2024-06-13,SAF07,84.41344601503894,24.929869766197434,51951.27634623792
2024-06-13,SAF08,73.58747811007633,20.621382684463864,50010.69787312113
2024-06-13,SAF09,84.56576725056385,18.291734783192926,58935.86051228095
2024-06-13,CB,77.7653552458287,22.398564098735157,56730.26663965086
2024-06-14,SAF02,85.36108746840574,20.350644218973162,55410.08103786681
2024-06-14,SAF03,75.06836910136498,22.68609374358254,51266.058774100304
2024-06-14,SAF04,77.93840143830255,22.062615248179245,52643.87079121099
2024-06-14,SAF05,72.06966979883225,23.19889632009544,58003.823834154515
2024-06-14,SAF06,85.89523358474169,22.741861344832735,50331.87348676986
2024-06-14,SAF07,81.39454340566655,21.441724060679814,57467.3844154247
2024-06-14,SAF08,75.94951764620487,24.633504618155456,54119.22403751185
2024-06-14,SAF09,74.89906191014987,19.305507866115413,58365.07114489206
2024-06-14,CB,72.39638413437108,24.74269577720817,54662.47978173535
2024-06-15,SAF02,72.49217861925013,20.634154210309948,55902.40678136678
2024-06-15,SAF03,73.57665611663072,22.03605602573015,50274.62656329003
2024-06-15,SAF04,80.46021587109708,20.475518954101876,50806.150656142825
2024-06-15,SAF05,75.41222433429128,23.57603999586832,52704.829640598866
2024-06-15,SAF06,73.56274190239537,18.22964339306086,58268.086019655806
2024-06-15,SAF07,88.04165635806343,19.51891874932265,57900.27817225577
2024-06-15,SAF08,70.90500443157111,21.188012169315602,51683.72326835762
2024-06-15,SAF09,72.86815577169627,21.26747873259027,56178.989032743586
2024-06-15,CB,88.98627275190506,24.09262413030354,59125.34926136297
2024-06-16,SAF02,81.32822486646153,23.13710660339516,54866.382474631006
2024-06-16,SAF03,75.86114543145789,21.785159894029448,53975.058945490295
2024-06-16,SAF04,71.6408287713149,23.416270410591096,59844.7887515062
2024-06-16,SAF05,83.81906176226542,21.298198906136726,58664.5837522886
2024-06-16,SAF06,79.00436192086623,19.493972929857016,55026.626420243076
2024-06-16,SAF07,87.50598334013398,18.401476568181742,51038.31112859696
2024-06-16,SAF08,86.13095986941647,18.231601890701118,53500.71140916081
2024-06-16,SAF09,83.74079435084018,22.063743874823704,59449.798554769004
2024-06-16,CB,80.592614445466,20.548768955966846,59650.52307876936
2024-06-17,SAF02,72.95891764914602,21.2582005892439,53354.25496430963
2024-06-17,SAF03,75.3951867351716,23.569602792486204,58018.88421401178
2024-06-17,SAF04,77.95065919354352,19.69507956060975,51871.15648865299
2024-06-17,SAF05,75.57314076278499,22.768848644690358,53991.221900946526
2024-06-17,SAF06,75.00692865397957,18.24250379168376,58442.380660000774
2024-06-17,SAF07,88.52534725293194,22.990358041116657,54181.207724275446
2024-06-17,SAF08,77.92033250986967,23.205017660297525,53248.82415167995
2024-06-17,SAF09,76.21986346390797,21.26958149745164,52476.31737562922
2024-06-17,CB,83.17377561151622,21.99563709856421,50556.91712590118
2024-06-18,SAF02,72.41533873795589,24.186953671908697,56703.38477051822
2024-06-18,SAF03,71.54798623044248,20.698695237104587,58292.62291969867
2024-06-18,SAF04,85.15750349086423,20.183089981340366,56693.92521530801
2024-06-18,SAF05,71.45720855153449,19.041711768180807,56107.17407295862
2024-06-18,SAF06,78.54533682197273,23.30490162625489,56491.94456545029
2024-06-18,SAF07,77.33486373179221,20.056278292669383,55870.007183270965
2024-06-18,SAF08,70.88997718059754,23.57342499387478,51984.09031996739
2024-06-18,SAF09,79.29837105674636,18.231844068830455,56179.44997997842
2024-06-18,CB,78.28873015320332,24.472417199246753,50328.8231290988
2024-06-19,SAF02,70.21220806324256,20.249707146695812,57785.15903852569
2024-06-19,SAF03,86.64023953205003,19.663645071128737,54511.036114210016
2024-06-19,SAF04,73.73688429301406,23.27106451928326,53969.90840640277
2024-06-19,SAF05,75.37044089609707,20.278483442031852,59907.824755347865
2024-06-19,SAF06,77.9444655790343,20.058742960997282,57600.31542906222
2024-06-19,SAF07,87.80161818225366,24.10627158436888,50850.27654358358
2024-06-19,SAF08,81.86326191296743,24.379889136792706,53202.25900059431
